S.No,Book Id,Author,Title,Genre,Language,Publisher,Year,Book Price
4248,BK04248,Sampurna Chattarji,"The Moustache
Maharishi and other unl;ikely stories",Fiction,English,Scholastic,2007,1499
4249,BK04249,Meera Uberoi,"Why the Wagtail is so
Tiny",Fiction,English,Schilastic,2006,1799
4250,BK04250,Devika Rangachari,The Wit of Tenali Raman,Fiction,English,Scholistic,2007,1399
4251,BK04251,Raj Kamal Jha,If you are afraid of Heights,Fiction,English,Harcort,2004,2699
4252,BK04252,Anjana Appachana,"Incantations and other
Stories",Fiction,English,Penguin,2006,2899
4253,BK04253,Amitav Ghosh,"The Calcutta
Chromosome",Fiction,English,Ravi Dayal,2006,1199
4254,BK04254,Ruskin Bond,"Ruskin Bond of Birds and
Beasts",Fiction,Hindi,Asia Pub,2006,1699
4255,BK04255,Kapila Vatsyayan,"The Culture Heritage of
India vol. VI (The Arts part I)",Cultural,Hindi,"Mission Institute of
Culture, Kolkata",2007,1899
4256,BK04256,Sampurna Chattarji,"Sight Mayy Strike you
Blind",Cultural,Hindi,Sahitiya Akedemi,2007,1399
4257,BK04257,Judith Fitzgerald,"The Universal Spirit of
Islam",Philosophy,Hindi,Pentagon Press,2007,2499
4258,BK04258,Francesco Orsini,"The Oxford India
Premchand",Philosophy,Tamil,Oxford,2006,2599
4259,BK04259,Anita Kenekar,A Speak in the Wheel,Philosophy,Tamil,Harper Collins,2005,999
4260,BK04260,Manik Mandyopadhayay,The Pupet's Tale,Philosophy,Tamil,Sahitiya Akedemi,2006,799
4261,BK04261,George David Robert,Shantaram,Philosophy,Tamil,Abacus,2004,699
4262,BK04262,Indira Goswami,The Shadow of Kanakhya,Philosophy,Telugu,Rupa,2005,1799
4263,BK04263,Brinda Charry,Naked in the Wind,Philosophy,Telugu,Penguin,2007,3299
4264,BK04264,Anand Mukherjee,"And Where, My Friend,
Lay You Hiding?",Philosophy,Telugu,Harper Collins,2006,2699
4265,BK04265,Shahrukh Hussain,"The Wisdom of Mulla
Nasruddin",Philosophy,Telugu,Scholistic,2006,3499
4266,BK04266,Ranjit Lal,"Big Neem, Red Jaguar &
Mrs. Samson's Lamerger",Philosophy,Telugu,Rupa,2006,2499
4267,BK04267,Sukanta Chaudhury,"Rabindranath Tagore's
Sellected Short Stories",Philosophy,English,Oxford,2006,2299
4268,BK04268,Gordon Rishey Hearn,The Seven Cities of Delhi,Philosophy,English,ABI,2005,599
4269,BK04269,Omar Khan,"From Kashmir to Kabul
Photography 1860-1900",Philosophy,English,Presstel,2002,1699
4270,BK04270,Ebba Koch,"The Complete Taj Mahal
and the River front Gardens of Agra",Biography,English,Book Wise India,2006,1899
4271,BK04271,Jayanta Sarkar,The India Economy,Biography,English,Longaman,2007,699
4272,BK04272,Antara Dev Sen,The Last Wilderness,Fiction,English,indigo,2005,499
4273,BK04273,K. Sachidanandan,Authors Speak,Fiction,English,Sahitiya Akademi,2006,2399
4274,BK04274,Nayantara Sahgal,Plans for Departure,Fiction,English,Harper Collins,2003,2499
4275,BK04275,Alka Saraogi,Kalikatha,Fiction,Tamil,Rupa,2002,3399
4276,BK04276,Siv K. Kumar,"Two Mirrors at the
Ashram",Fiction,Tamil,Penguin Books,2006,1599
4277,BK04277,Arupa Kalita,Dawn,Fiction,Tamil,Zubaan,2004,2799
4278,BK04278,Ram Sarup Ankhi,"Kotha Kharak Singh (A
Story of Three Generations)",Fiction,Tamil,Sahitiya Akademi,2006,1899
4279,BK04279,Indira Oarthasarathy,The River of Blood,Fiction,Tamil,Sahitiya Akademi,2006,799
4280,BK04280,rita Kothari,The Burden of Refugee,Fiction,Tamil,Orient Longman,2007,2899
4281,BK04281,Vibhavari Shirukhan,The Victim,Fiction,Tamil,Sahitiya Akademi,2006,999
4282,BK04282,maloy Krishna Dhar,Opreration Tripl X,Biography,Tamil,Manas,2007,2799
4283,BK04283,Ashok Parthasarathy,Technology at the Core,Biography,Hindi,Longman,2007,399
4284,BK04284,"Ministry of Defence (Govt.
of India)","Operation in Jammu &
Kashmir 1947-48",Biography,Hindi,Natraj,2005,2399
4285,BK04285,Antara Dev Sen,First Impression,Fiction,Hindi,TLM,2006,1199
4286,BK04286,Samit Basu,Science Fiction Stories,Fiction,Hindi,Scholastic,2006,2099
4287,BK04287,Sarat Chander Chatterjee,Pather Dalui,Fiction,Hindi,Rupa,2005,3199
4288,BK04288,A.M. Gondane,The Arrival,Fiction,Tamil,Akademi of Fine Art,2006,3099
4289,BK04289,Ramu Ramananthan,Mahadevi & Insomnia,Fiction,Tamil,Sahitiya Akademi,2006,899
4290,BK04290,G. Paramswaran Pillai,"London and Paris
through Indian Spectacles",Fiction,English,Sahitiya Akademi,2006,2699
4291,BK04291,Dev,Where Words End,Fiction,English,Sahitiya Akademi,1989,2599
4292,BK04292,A. Prasad,"Fossils of Government (A
Journey)",Fiction,Hindi,Konark,2007,699
4293,BK04293,E. Nesbit,The Railway Children,Fiction,Hindi,Words Worth Edition,1993,2699
4294,BK04294,Shyamal Gangopadhayay,Possessions,Fiction,Hindi,Sahitiya Akademi,2006,3199
4295,BK04295,Avatar Singh Bhasin,"India's Foreign Relations-
2006 Documents Part I & II",Fiction,Telugu,Geetika,2007,1899
4296,BK04296,Saupa Ghosh,Indian Puppets,Cultural,Telugu,Abhinar,2006,699
4297,BK04297,M.L. Varadpande,"The History of Indian
Theatre",Cultural,Telugu,Abhinar,2006,1999
4298,BK04298,H.Y Sharade Prassad,Incredible India,Cultural,Telugu,Wisdom Tree,2007,2299
4299,BK04299,Dr. S.K. Bhatia,"Universities & Colleges of
India",Education,Telugu,Reliance,2007,3299
4300,BK04300,"Sunshine Books
Establishment","Raas Bharti Abyas
Pustika vol 2",Education,English,Sunshine Books,2008,2099
4301,BK04301,"Sunshine Books
Establishment","Raas Bharti Abyas
Pustika vol 3",Classic,English,Asia Pub,2008,2399
4302,BK04302,"Sunshine Books
Establishment","Raas Bharti Abyas
Pustika vol 4",Classic,English,Asia Pub,2000,3199
4303,BK04303,"Sunshine Books
Establishment","Raas Bharti Abyas
Pustika vol 1",Classic,English,Asia Pub,2019,2099
4304,BK04304,Vimlesh Kanti Varma,"Learner's Hindi-English
Dictionary",Classic,English,Dreamland Publications,2006,999
4305,BK04305,Sitakant Mahapatra,"Samay Ka Shesh Naam
(Orriya Poems)",Classic,English,Bharatiya Jnanpith,2007,1999
4306,BK04306,Bhartendu Harishchandra,Bharatdurdasha,Classic,English,Asia Pub,2004,1899
4307,BK04307,M.T. Vasudevan Nayar,"Vanaprastha (Malayalam
Short Stories)",Classic,English,Asia Pub,2011,2699
4308,BK04308,Pannalal Patel,"Goonge Sur Bansuri Ke
(Gujarati Short Stories)",Classic,English,Asia Pub,2006,1299
4309,BK04309,Sunita jain,Prem Mein Stree (Poems),Classic,English,Asia Pub,2002,1499
4310,BK04310,Amar Goswami,Bhilbhulaiya (Stories),Classic,English,Asia Pub,1998,2799
4311,BK04311,Shreepanth,Thug (Social History),Classic,Hindi,Asia Pub,2009,2199
4312,BK04312,Ram Kishore Sharma,Kabir Grathawali,Classic,Hindi,Asia Pub,1991,699
4313,BK04313,Premchand,Karamabhoomi (Novel),Classic,Hindi,Asia Pub,2005,1299
4314,BK04314,Saroj,"Anubhoot (A Collection of
Hindi Poems)",Classic,Hindi,Asia Pub,2014,3399
4315,BK04315,Chitra Mudgal,Jinavar (Hindi Stories),Classic,Hindi,Asia Pub,1987,1999
4316,BK04316,Tejpal,"Maan (A Collection of
Hindi Poems)",Classic,Tamil,Asia Pub,2017,2299
4317,BK04317,Mahavir Prasad Divedi,Hindi Bhasha,Classic,Tamil,Asia Pub,1991,799
4318,BK04318,Chitra Mudgal,Gilli Gaddu (Novels),Classic,Tamil,Asia Pub,1987,1899
4319,BK04319,Chitra Mudgal,Ek Jamin Apni (Novel),Classic,Tamil,Samayik Prakashan,2006,3199
4320,BK04320,Alok Mehta,Aastha Ka Aangaan,Classic,Telugu,do,2005,2799
4321,BK04321,Jagdish Prasad,"Videshi Vidvanon Ka
Hindi Prem",Classic,Telugu,Asia Pub,2007,2899
4322,BK04322,Nagmandal,Girish Karnad,Classic,Telugu,Bharatiya Jnanpith,2007,1299
4323,BK04323,Dr. Bhagwat Sharan,"Bharat ki Murthikala Ki
Kahani (Stories)",Classic,Telugu,Asia Pub,2007,799
4324,BK04324,Anil Janvijay,"Dhoop Khili Thi Aur
Rimjhim Varsha (Russian Translated Stories)",Classic,Telugu,Asia Pub,2003,2799
4325,BK04325,Dr. Suresh Rituparm,Hindi Ki Vishwa Yatra,Classic,English,Asia Pub,1996,2499
4326,BK04326,Sushil Kumar,"Shaestha Sanskritik
Kahanian",Classic,English,Asia Pub,2006,2499
4327,BK04327,"Dr. Bhagwat Sharan
Upadhayaya",Bharat Ki Kahanian,Classic,English,Asia Pub,2006,2199
4328,BK04328,Bhartendu Hareshchandra,Andher Nagari (Skit),Classic,English,Prakashan Sansham,2003,3499
4329,BK04329,"Dr. Bhagwat Sharan
Upadhayaya","Bharatiya Sangoot Ki
Kahani (Stories)",Classic,English,Prakashan Sansham,2006,1299
4330,BK04330,"Dr. Bhagwat Sharan
Upadhayaya","Bharat Ki Chitrakala Ki
Kahani",Classic,English,Prakashan Sansham,2006,2899
4331,BK04331,Dr. Roop Narain Sharma,Karaiye Ka Makan,Classic,English,Prakashan Sansham,2006,499
4332,BK04332,Himanshu Joshi,"Amar Shahid
Ashabhakulla Khan (Play)",Classic,English,Prakashan Sansham,2007,2699
4333,BK04333,Munchi Premchand,Sewasadan,Classic,English,Prakashan Sansham,2006,1299
4334,BK04334,Hari Bhardwaj,Shrestha Vaidik Kathayein,Classic,Tamil,Prakashan Sansham,2006,1199
4335,BK04335,Gopi Singh,Aur Kiya Chahiye,Classic,Tamil,Prakashan Sansham,2003,2499
4336,BK04336,Bankimchandra,Anand Math (Novel),Classic,Tamil,Prakashan Sansham,2005,1499
4337,BK04337,Sunita Jain,Shabdkaiya,Classic,Tamil,Prakashan Sansham,2005,599
4338,BK04338,Sunita Jain,Sachitra Bal Kahaniyan,Classic,Tamil,Prakashan Sansham,2006,3299
4339,BK04339,Sunita Jain,"Collected Hindi Short
Stories",Classic,Tamil,Prakashan Sansham,1998,799
4340,BK04340,Sunita Jain,Hindi-Hindi Shabd Kosh,Classic,Tamil,Prakashan Sansham,2000,599
4341,BK04341,Sunita Jain,Hamari Param Para,Classic,Tamil,Prakashan Sansham,2002,2899
4342,BK04342,Sunita Jain,Mere Sam Kaleen,Classic,Tamil,Prakashan Sansham,2003,1299
4343,BK04343,Prof. Anandi Sinha,"Panchatantra Ki Amar
Kathaiye",Classic,Hindi,Prakashan Sansham,2007,1399
4344,BK04344,Narayanan Pandit,Hitupadesh,Classic,Hindi,Prakashan Sansham,2006,2899
4345,BK04345,Premchand,Rang Bhoomi,Classic,Hindi,Prakashan Sansham,2007,899
4346,BK04346,Premchand,Saskar Sahitiya,Classic,Tamil,Prakashan Sansham,2004,2399
4347,BK04347,Premchand,"Kahan Banaiye Ghar
Goria",Classic,Tamil,Prakashan Sansham,2005,999
4348,BK04348,Bhartendu Hareshchandra,"Durlabh-Bandhu (Hindi
Drama)",Classic,English,Prakashan Sansham,2005,1899
4349,BK04349,Satyendra Shrivastava,Kahin Kshitij Kahin ehren,Classic,English,Prakashan Sansham,2005,1099
4350,BK04350,Biriraj Sharma Agarwal,Mancheeya Vyang Ekanki,Classic,Hindi,Prakashan Sansham,2006,2099
4351,BK04351,Himanshu Joshi,"Dus Oratinidhi Kahaniyan
(Hindi)",Classic,Hindi,Prakashan Sansham,2006,1899
4352,BK04352,Chitra Mudgal,Dus Pratindhi Kahaniyan,Classic,Hindi,Prakashan Sansham,1990,2899
4353,BK04353,Mukesh Nadan,"Shikshaprad Paurania
Bal Kathain",Classic,Telugu,Prakashan Sansham,2005,499
4354,BK04354,Rajendra Mathur,"Bharat: Ek Antaheen
Yatra",Classic,Telugu,Prakashan Sansham,2008,2799
4355,BK04355,"Bhagwat Sharan
Upadhayaya","Bharat Ki Sanskritik Ki
Kahani",Classic,Telugu,Prakashan Sansham,2006,3199
4356,BK04356,Rudyard Kipling,"The Jungle Book (Mowgli
Ke Karname)",Classic,Telugu,Prakashan Sansham,2007,1699
4357,BK04357,"Dr. bhagwat Sharan
Upadhayaya","Bharat ki Nadiyon Ki
Kahani (Stories)",Classic,Telugu,Prakashan Sansham,2007,1199
4358,BK04358,Alok Mehta,"Patrakarita Ki Laxman
Rekha",Classic,English,Rupa & Co.,2007,899
4359,BK04359,Bhaskaracharya,Bharatiya Ganit,Classic,English,Rupa & Co.,2007,3099
4360,BK04360,Umesh Agnihotri,"God Given Family (Hindi
Stories)",Classic,English,Rupa & Co.,2006,3199
4361,BK04361,Madanlal Madhu,Geet Ageet,Classic,English,Rupa & Co.,2005,2299
4362,BK04362,Kamleshwar,Sawal Sarokaron Ka,Classic,English,Rupa & Co.,2004,499
4363,BK04363,Pawan Karan,"Is Tarah Mein (Hindi
Poetry)",Classic,English,Rupa & Co.,2000,3099
4364,BK04364,Chitra Mudgal,Aawan (Novel),Classic,English,Rupa & Co.,2007,1099
4365,BK04365,Rishi Mohan Srivastav,Das Hasya Ekanki,Classic,English,Rupa & Co.,2007,1299
4366,BK04366,Shri Vyathithridya,"Upanishdon Ki Shrestha
Kahaniyan",Classic,English,Rupa & Co.,2007,1199
4367,BK04367,Dr. Sheetanshu Bhardwaj,"Hasya Vayangya Ka
Guldasta",Classic,English,Rupa & Co.,2006,699
4368,BK04368,Sunshine Books,Geet Leher,Classic,English,Sunshine Books,2007,1599
4369,BK04369,Sunshine Books,Geet Bahar,Classic,Hindi,Sunshine Books,2007,3499
4370,BK04370,Sunshine Books,Geet Mala,Classic,Hindi,Sunshine Books,2007,3399
4371,BK04371,Sunshine Books,Raas Bharti part (3),Classic,Tamil,Sunshine Books,2007,1699
4372,BK04372,Sunshine Books,Hindi Bya Karan part (1),Classic,Tamil,Sunshine Books,2007,1499
4373,BK04373,Sunshine Books,Hindi Bya Karan part (2),Classic,Tamil,Sunshine Books,2007,1999
4374,BK04374,Sunshine Books,Hindi Bya Karan part (3),Classic,Tamil,Sunshine Books,2007,1099
4375,BK04375,Sunshine Books,Hindi Bya Karan part (4),Classic,Telugu,Sunshine Books,2007,2299
4376,BK04376,Sunshine Books,Hindi Bya Karan part (5),Classic,Telugu,Sunshine Books,2007,1899
4377,BK04377,Ruskin Bond,Dadaji Ka Chiriyaghar,Classic,Telugu,Sunshine Books,2006,2199
4378,BK04378,Ashok Chakardhar,Bandariya Chali Sasural,Classic,Telugu,Sunshine Books,2006,3199
4379,BK04379,Bipha Gupta,Hindi Sulekh Mala part (1),Classic,Telugu,Sunshine Books,2006,2099
4380,BK04380,Bipha Gupta,Hindi Sulekh Malapart (2),Classic,English,Sunshine Books,2006,3099
4381,BK04381,Bipha Gupta,Hindi Sulekh Mala part (3),Classic,English,Sunshine Books,2007,1899
4382,BK04382,Bipha Gupta,Barn Mala,Classic,English,Sunshine Books,2007,1399
4383,BK04383,Bipha Gupta,"Raas Bharti Abyas
Pustika part (2)",Classic,English,Sunshine Books,2007,1199
4384,BK04384,Bipha Gupta,Raas Bharti part (1),Classic,English,Sunshine Books,2007,1899
4385,BK04385,Bipha Gupta,Raas Bharti part (2),Classic,English,Sunshine Books,2007,1699
4386,BK04386,Shymji Verma,"Pantchatantra Ki
Kahaniyan",Classic,Tamil,Gyan Ganaga,2007,2799
4387,BK04387,Tarun Vijay,Indus Saga,Classic,Tamil,Prabhat Prakashan,2006,799
4388,BK04388,Kuntha Jain,"C.V. Raman Ek Chitrit
Jeevane",Classic,Tamil,Rupa & Co.,2004,1199
4389,BK04389,Gagan Gill,"Sansar Mein Nirmal
Verma",Classic,Tamil,Ramadhav,2006,2399
4390,BK04390,Budhadeb Guha,Shaam Ke Baad (Novel),Classic,Tamil,Ramadhav,2006,3099
4391,BK04391,Subash Pant,Subah Ka Bhoole,Classic,Tamil,Ramadhav,2002,1099
4392,BK04392,Dr. P. Vidyasagar Dayal,"Teaching of Hindi as a
Foreign Language part I & II",Classic,Tamil,Ramadhav,2006,2899
4393,BK04393,Shyamji Verma,Hitepadesh Ki kahaniyan,Classic,Tamil,Gyan Ganga,1999,1299
4394,BK04394,R.S. Mc Gregor,"The Oxford Hindi-English
Dictionary",Classic,Hindi,Oxford,1993,2299
4395,BK04395,Shri Vyathitridya,Shrestha Bodh Kahaniyan,Classic,Hindi,Sunil Sahitiya,2005,1899
4396,BK04396,Muni Kashamasagar,Mukti,Classic,Hindi,Remdhav,2006,2299
4397,BK04397,Pocket Art Series Est,Gandhi Messiah of Peace,Classic,Hindi,Lustre Press,2002,699
4398,BK04398,Saleh AL Ashtar,Abo AL Ala'a AL Ma'ari,Classic,Tamil,Al Shark Al Arabi,2002,899
4399,BK04399,Saleh AL Ashtar,Ibn Khaldoun,Fiction,Tamil,Al Shark Al Arabi,2002,1599
4400,BK04400,Saleh AL Ashtar,Ibn Batouta,Fiction,English,Al Shark Al Arabi,1994,2599
4401,BK04401,Saleh AL Ashtar,Lion Tolstoy,Fiction,English,Al Shark Al Arabi,2002,999
4402,BK04402,Saleh AL Ashtar,Napoliyon Ponapart,Fiction,Hindi,Al Shark Al Arabi,2004,2899
4403,BK04403,Saleh AL Ashtar,William Shakespear,Fiction,Hindi,Al Shark Al Arabi,2018,1899
4404,BK04404,Saleh AL Ashtar,Aleksandria The Great,Fiction,Hindi,Al Shark Al Arabi,1996,899
4405,BK04405,Saleh AL Ashtar,Kristoph Colombudos,Fiction,Telugu,Al Shark Al Arabi,2012,3299
4406,BK04406,Saleh AL Ashtar,Hannibaal,Fiction,Telugu,Al Shark Al Arabi,1991,1699
4407,BK04407,Madhusudhan Anand,Thoda Sa Ujala (Stories),Fiction,Telugu,Samayik Prakashan,1997,1899
4408,BK04408,Buddhadeb Guha,Subah Se Pahale (Novel),Fiction,Telugu,Remdhav,2006,2099
4409,BK04409,Amrita Pritam,Kore Ka Gaz,Fiction,Telugu,Bharatiya Jnanpith,2006,1099
4410,BK04410,Mahasveta Devi,"Master Saab (Bengal
Novel)",Fiction,English,Bharatiya Jnanpith,2006,3399
4411,BK04411,"Bankimchandra
Chattapadhayay",Kapaal Kundala (Novel),Fiction,English,Rupa & Co.,2019,3099
4412,BK04412,Henry Fagg,Utranchal Ki Lok Kathaye,Fiction,English,Rupa & Co.,2014,1499
4413,BK04413,Rajkumari Shaukar,The Story of Gandhi,Fiction,English,Children Book Trust,1993,2799
4414,BK04414,Dr. Norah Al Qasimi,"The Indian Existence in
the Arabian Gulf",Fiction,English,Rupa & Co.,2007,1099
4415,BK04415,Uma Shanker Joshi,Stories from Papu's Life,Fiction,English,National Book Trust,1973,1799
4416,BK04416,F.C. Freitas,Bapu part II,Fiction,English,National Book Trust,2007,1199
4417,BK04417,D.K. Oza,"Voluntary Action and
Gandhian Approch",Fiction,English,National Book Trust,1993,399
4418,BK04418,Premchand,Gaban/Godaan,Fiction,English,National Book Trust,2002,1399
4419,BK04419,Premchand,Mukthi Shubna,Fiction,Hindi,National Book Trust,2017,1599
4420,BK04420,Shylesh Pandet,Pahlafagon (Stories),Fiction,Hindi,National Book Trust,2006,3499
4421,BK04421,Banphool,Do Musafir,Fiction,Hindi,National Book Trust,1995,2999
4422,BK04422,Vishnu,"Kuch Cheezan Kabhi
Khoyin Kahin (Hindi Poetry)",Fiction,Hindi,National Book Trust,2009,699
4423,BK04423,Vishnu,Mahabharata Katha,Fiction,Hindi,National Book Trust,2006,699
4424,BK04424,Naresh Mehta,Ek Samarpit Mahila,Fiction,Tamil,National Book Trust,2007,1599
4425,BK04425,Dr. Bhardeo Pandey,"Bang Mahila Rachna
Sangra",Fiction,Tamil,National Book Trust,2006,599
4426,BK04426,Bhartendu Harishchandra,Teen Prahsan,Fiction,Tamil,National Book Trust,2003,1799
4427,BK04427,K. Shivaram Karanth,Mookajee,Fiction,Tamil,National Book Trust,2007,2699
4428,BK04428,K. Shivaram Karanth,English -Hindi Dictionary,Fiction,Telugu,S. Chand,2006,1099
4429,BK04429,K. Rai,Priya Neelkanthi (Essays),Fiction,Telugu,Bharatiya Jnanpith,2007,1399
4430,BK04430,Zafar Payami,Faraar,Fiction,Telugu,Remdhav,2006,499
4431,BK04431,Dihkar Joshi,"Shyam, Phir Ek Bar Tum
Mil Jate",Fiction,Telugu,Vidya Vihar,2006,3099
4432,BK04432,Mahavir Prasad Dwaidi,Ratna Sanchayan,Fiction,English,Rupa & Co.,2005,1299
4433,BK04433,Kumud Sharma,Hindi Ke Nirmatha,Fiction,English,Bharatiya Jnanpith,2006,2499
4434,BK04434,Madhur Chastri,"Chandanee Nahaya
Soorya",Fiction,English,Rupa & Co.,2000,3199
4435,BK04435,Ajenya,Jayadol (Stories),Fiction,English,Rupa & Co.,2006,2499
4436,BK04436,Balvir Tyagi,"Manorangak Bal
Kahaniyan",Fiction,English,Sunil Sahitya Sadan,2007,3199
4437,BK04437,Hareshchandra,Mudra Rakshak,Fiction,English,Sunil Sahitya Sadan,2005,2999
4438,BK04438,Chuni Hui Kavitayan,Atal Bihari Vajpayee,Fiction,English,Sunil Sahitya Sadan,2007,1499
4439,BK04439,Mukesh Nadaan,Sookti Sarovar,Fiction,English,Sunil Sahitya Sadan,2007,499
4440,BK04440,Chitra Mudgal,Bayar Unki Muthi Mein,Fiction,English,Sunil Sahitya Sadan,2004,3499
4441,BK04441,Chitra Mudgal,"Anubhutiyam (Collection
of Poems)",Fiction,Tamil,Star,1987,1099
4442,BK04442,Dr. Shankar Dayal Sharma,Hamare Path Pradarshak,Fiction,Tamil,Rupa & Co.,2019,1999
4443,BK04443,"Dr. Chandrika Prasad
Sharma",Guru Nanak Dev,Fiction,Tamil,Rupa & Co.,1994,1499
4444,BK04444,Quratulain,Yah-Daag-Daag Ujala,Fiction,Tamil,Rupa & Co.,1987,1199
4445,BK04445,Avadhnarayan Mudgal,"Mere Priya Sanpadit
Kahaniyan (Stories)",Fiction,Tamil,Rupa & Co.,1996,1799
4446,BK04446,Mamta Kalia,Pachees Saal Ke Ladkee,Fiction,Tamil,Rupa & Co.,2001,3399
4447,BK04447,Mamta Kalia,Saskar,Fiction,Tamil,Rupa & Co.,2003,1499
4448,BK04448,Premchand,Nirmala,Fiction,Tamil,Rupa & Co.,1986,2399
4449,BK04449,Premchand,Prajan Bharti Mudraye,Fiction,Tamil,Rupa & Co.,2004,2799
4450,BK04450,Shobh Nath Pathak,Sanskritik Prateek Kosh,Fiction,Hindi,Rupa & Co.,2009,1699
4451,BK04451,Chandrika Prasad Sharma,Gantam Baddha,Fiction,Hindi,Rupa & Co.,2007,2899
4452,BK04452,Chandrika Prasad Sharma,Sant Kabeer,Fiction,Hindi,Rupa & Co.,2001,3399
4453,BK04453,Ganga Prasad Paney,"Mahadevi Ke Shreestha
Geet",Fiction,Hindi,Rupa & Co.,2006,599
4454,BK04454,Kamleshwar,Betal (Play),Fiction,Hindi,Rupa & Co.,2004,899
4455,BK04455,Ugrasain Goswami,"Bharatiya Sanskritik Ke
Swar",Fiction,Tamil,Rupa & Co.,2006,3399
4456,BK04456,Indira Goswami,"Chhinamastha
(Assamese Novel)",Fiction,Tamil,Rupa & Co.,2006,599
4457,BK04457,Radhavalabh Tripathi,"Vakramaditya Katha
(Novel)",Fiction,English,Rupa & Co.,2004,3299
4458,BK04458,Vivek Rai,Arangalhari,Fiction,English,Rupa & Co.,2007,899
4459,BK04459,Gurdial Singh,"Reit Ki Ikk Muthi (Punjabi
Novel)",Fiction,Hindi,Rupa & Co.,2006,799
4460,BK04460,Gurdial Singh,Gulistan,Fiction,Hindi,Rupa & Co.,1990,499
4461,BK04461,Jitendra,Zamin Aasman,Fiction,Hindi,Rupa & Co.,2006,1699
4462,BK04462,Ajneya,Apne Apne Ajnabee,Fiction,Telugu,Bharatya Jnanpith,2005,699
4463,BK04463,Abhimanyu Anat,Asti-Astu (Novel),Fiction,Telugu,Prathibha Prathishtan,2002,2099
4464,BK04464,Abhimanyu Anat,Pulwari part (10),Fiction,Telugu,Rupa & Co.,2003,1999
4465,BK04465,Sumitra Anand Pant,Ratna Sanchaya,Fiction,Telugu,Rupa & Co.,1989,1699
4466,BK04466,Dr. Shiv Das,"Bharatiya Sanskritik Ke
Maal Tatna",Fiction,Telugu,Prabhat Prakashan,2005,1299
4467,BK04467,Dr. Shiv Das,Krutal Krunjee,Fiction,English,Samayik Prakashan,1987,3099
4468,BK04468,Rajendra Mathur,"Sapno Mein Banta Desh
vol 1+2",Fiction,English,Prabhat Prakashan,2003,1199
4469,BK04469,Prayag Shukla,Surgaon Banjari,Fiction,English,Prabhat Prakashan,2005,3499
4470,BK04470,Prayag Shukla,Amer Khusru,Fiction,English,Prabhat Prakashan,2007,999
4471,BK04471,Prayag Shukla,Aaj Se Pehle,Fiction,English,Prabhat Prakashan,2003,699
4472,BK04472,Amrita Pritan,"Main Tumhe phir Mil
Ungee (Poetry)",Fiction,English,Prabhat Prakashan,2006,2199
4473,BK04473,Sooriya Khan Nirala,Rag Birag,Fiction,English,Prabhat Prakashan,2009,2399
4474,BK04474,Desras Singh Bhatia,Raas Khan Grantawali,Fiction,English,Prabhat Prakashan,2005,2999
4475,BK04475,Desras Singh Bhatia,"Nagar Jun Ratna
Sanchayan",Fiction,English,Prabhat Prakashan,2011,3299
4476,BK04476,Gurdial Singh,Saskar Sahitya part (2),Fiction,English,Prabhat Prakashan,2010,499
4477,BK04477,Gurdial Singh,Hindustani Ke Kahani,Fiction,English,Prabhat Prakashan,1985,499
4478,BK04478,Gurdial Singh,Me Kyu,Fiction,Hindi,Prabhat Prakashan,2010,1899
4479,BK04479,Gurdial Singh,"Pakshu Ka Adbudh
Sansar",Fiction,Hindi,Prabhat Prakashan,1990,399
4480,BK04480,Gurdial Singh,Maha Begyanik,Fiction,Hindi,Prabhat Prakashan,1998,1499
4481,BK04481,The Hindu Est,Kuri Se Karoor part (1),Fiction,Tamil,Prabhat Prakashan,2016,2099
4482,BK04482,The Hindu Est,Bal Katha Saritya Sarwar,Fiction,Tamil,Prabhat Prakashan,2005,899
4483,BK04483,The Hindu Est,Kuri Se Karoor part (2),Fiction,Tamil,Prabhat Prakashan,2014,2299
4484,BK04484,The Hindu Est,"Gyan Ke Kahin Nahi Bah
Gali",Fiction,Tamil,Prabhat Prakashan,2020,1699
4485,BK04485,The Hindu Est,Phool Aur Hum,Fiction,Telugu,Prabhat Prakashan,2006,799
4486,BK04486,The Hindu Est,Mere Hani Kahein Kahani,Fiction,Telugu,Prabhat Prakashan,1995,1299
4487,BK04487,The Hindu Est,"Vigian Ke Manorajak
Pehelliya",Fiction,Telugu,Prabhat Prakashan,1991,3099
4488,BK04488,The Hindu Est,"Pakhyu Ka Adhud Sansar
part (1)",Fiction,Telugu,Prabhat Prakashan,2009,799
4489,BK04489,The Hindu Est,Bal Katha part (1),Fiction,Telugu,Prabhat Prakashan,2015,2899
4490,BK04490,The Hindu Est,Jadyoi Kahaniyan,Fiction,English,Prabhat Prakashan,2004,2099
4491,BK04491,The Hindu Est,Batchu Ke Kheel,Fiction,English,Prabhat Prakashan,1988,1999
4492,BK04492,Shri Dinkar Joshi,"Bharti Sanskritik Ke
Sarjak",Fiction,English,Shir Publisher,1987,399
4493,BK04493,Dr. Maya Thak,"Etihas ek Pari Peghi Me
Kathak Nitya",Fiction,English,Shir Publisher,2014,1599
4494,BK04494,Pandit Chutilal,Tabla Garant,Fiction,English,Shir Publisher,1987,1299
4495,BK04495,The Hindu Est,"Survey of Indian Industry
2008",Fiction,English,The Hindu,2008,1899
4496,BK04496,Anwar Alam,"India and West Asia in
the Era of Globalization",Fiction,English,Shir Publisher,1999,2399
